Iterazione	Energia	Pressione (p)	Temperatura (T)	p * V	N * kB * T
906	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
907	1.90437e-21	0.00126958	0.92884	1.26958e-21	1.2824e-21
908	1.90437e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
909	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
910	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
911	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
912	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
913	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
914	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
915	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
916	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
917	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
918	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
919	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
920	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
921	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
922	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
923	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
924	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
925	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
926	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
927	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
928	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
929	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
930	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
931	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
932	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
933	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
934	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
935	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
936	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
937	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
938	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
939	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
940	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
941	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
942	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
943	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
944	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
945	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
946	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
947	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
948	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
949	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
950	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
951	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
952	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
953	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
954	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
955	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
956	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
957	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
958	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
959	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
960	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
961	1.90436e-21	0.00126958	0.928839	1.26958e-21	1.2824e-21
962	1.90436e-21	0.00126958	0.928838	1.26958e-21	1.2824e-21
963	1.90436e-21	0.00126958	0.928838	1.26958e-21	1.2824e-21
964	1.90436e-21	0.00126958	0.928838	1.26958e-21	1.2824e-21
965	1.90436e-21	0.00126958	0.928838	1.26958e-21	1.2824e-21
966	1.90436e-21	0.00126958	0.928838	1.26958e-21	1.2824e-21
967	1.90436e-21	0.00126958	0.928838	1.26958e-21	1.2824e-21
968	1.90436e-21	0.00126958	0.928838	1.26958e-21	1.2824e-21
969	1.90436e-21	0.00126958	0.928838	1.26958e-21	1.2824e-21
970	1.90436e-21	0.00126958	0.928838	1.26958e-21	1.2824e-21
971	1.90436e-21	0.00126958	0.928838	1.26958e-21	1.2824e-21
972	1.90436e-21	0.00126958	0.928838	1.26958e-21	1.2824e-21
973	1.90436e-21	0.00126958	0.928838	1.26958e-21	1.2824e-21
974	1.90436e-21	0.00126958	0.928838	1.26958e-21	1.2824e-21
975	1.90436e-21	0.00126958	0.928838	1.26958e-21	1.2824e-21
976	1.90436e-21	0.00126958	0.928838	1.26958e-21	1.2824e-21
977	1.90436e-21	0.00126958	0.928838	1.26958e-21	1.2824e-21
978	1.90436e-21	0.00126958	0.928838	1.26958e-21	1.2824e-21
979	1.90436e-21	0.00126958	0.928838	1.26958e-21	1.2824e-21
980	1.90436e-21	0.00126958	0.928838	1.26958e-21	1.2824e-21
981	1.90436e-21	0.00126958	0.928838	1.26958e-21	1.2824e-21
982	1.90436e-21	0.00126958	0.928838	1.26958e-21	1.2824e-21
983	1.90436e-21	0.00126958	0.928838	1.26958e-21	1.2824e-21
984	1.90436e-21	0.00126958	0.928838	1.26958e-21	1.2824e-21
985	1.90436e-21	0.00126958	0.928838	1.26958e-21	1.2824e-21
986	1.90436e-21	0.00126958	0.928838	1.26958e-21	1.2824e-21
987	1.90436e-21	0.00126958	0.928838	1.26958e-21	1.2824e-21
988	1.90436e-21	0.00126958	0.928838	1.26958e-21	1.2824e-21
989	1.90436e-21	0.00126958	0.928838	1.26958e-21	1.2824e-21
990	1.90436e-21	0.00126958	0.928838	1.26958e-21	1.2824e-21
991	1.90436e-21	0.00126958	0.928838	1.26958e-21	1.2824e-21
992	1.90436e-21	0.00126958	0.928838	1.26958e-21	1.2824e-21
993	1.90436e-21	0.00126958	0.928838	1.26958e-21	1.2824e-21
994	1.90436e-21	0.00126958	0.928838	1.26958e-21	1.2824e-21
995	1.90436e-21	0.00126958	0.928838	1.26958e-21	1.2824e-21
996	1.90436e-21	0.00126958	0.928838	1.26958e-21	1.2824e-21
997	1.90436e-21	0.00126958	0.928838	1.26958e-21	1.2824e-21
998	1.90436e-21	0.00126958	0.928838	1.26958e-21	1.2824e-21
999	1.90436e-21	0.00126958	0.928838	1.26958e-21	1.2824e-21
